cid,receptor,label
4632,AR,hard_negative
9051,AR,positive
224246,AR,positive
9878,AR,positive
34458,AR,hard_negative
3371,AR,hard_negative
10830,AR,hard_negative
11289,AR,hard_negative
11683,AR,positive
2391,AR,hard_negative
9570076,AR,hard_negative
14709,AR,positive
236702,AR,positive
92044441,AR,hard_negative
64722,AR,hard_negative
16490,AR,positive
443935,AR,positive
5510,AR,hard_negative
2466,AR,positive
247839,AR,positive
3634,AR,positive
610479,AR,hard_negative
3242,AR,positive
5420805,AR,positive
108013,AR,positive
35375,AR,hard_negative
4030,AR,positive
36462,AR,positive
5282493,AR,positive
4409,AR,hard_negative
443955,AR,positive
3334,AR,positive
5281004,AR,positive
5472,AR,hard_negative
2082,AR,positive
43231,AR,positive
2247,AR,hard_negative
4594,AR,hard_negative
6714002,AR,positive
3784,AR,hard_negative
54454,AR,positive
2769,AR,hard_negative
441336,AR,positive
57363,AR,positive
636374,AR,positive
8813,AR,positive
5284452,AR,hard_negative
5018304,AR,positive
23667299,AR,positive
38911,AR,positive
60196270,AR,hard_negative
23671691,AR,positive
10114,AR,hard_negative
444795,AR,hard_negative
1548943,AR,hard_negative
6758,AR,hard_negative
10531,AR,positive
3728,AR,hard_negative
2153,AR,hard_negative
3969,AR,hard_negative
8691,AR,positive
4764,AR,positive
4622,AR,positive
71651,AR,hard_negative
5327,AR,hard_negative
3295,AR,positive
2378,AR,positive
5282494,AR,positive
440707,AR,positive
222757,AR,positive
6215,AR,positive
73896879,AR,positive
10607,AR,positive
71414,AR,positive
5952,AR,positive
16574,AR,hard_negative
5753,AR,positive
9324,AR,positive
5754,AR,positive
104845,AR,positive
53232,AR,positive
5311067,AR,positive
6128,AR,positive
30323,AR,positive
31101,AR,positive
68186,AR,hard_negative
2733525,AR,hard_negative
104741,AR,positive
126941,AR,hard_negative
45073437,AR,hard_negative
6167,AR,positive
45356872,AR,hard_negative
55245,AR,positive
6005,AR,hard_negative
4235,AR,positive
2999413,AR,positive
68872,AR,positive
69588,AR,hard_negative
62960,AR,positive
6129,AR,hard_negative
448537,AR,positive
5288209,AR,positive
460612,AR,positive
136276712,AR,positive
5865,AR,positive
76973791,AR,positive
2724385,AR,positive
9444,AR,hard_negative
5794,AR,hard_negative
338733,AR,hard_negative
7175,AR,hard_negative
3039,AR,positive
5590,AR,hard_negative
10635,AR,positive
10204,AR,positive
8816,AR,positive
9880,AR,positive
16682730,AR,positive
31553,AR,hard_negative
3036,AR,positive
11057,AR,positive
441140,AR,positive
667493,AR,positive
7108,AR,hard_negative
17142,AR,positive
1483,AR,hard_negative
3598,AR,hard_negative
3610,AR,hard_negative
5770,AR,positive
3037,AR,hard_negative
1732,AR,hard_negative
12358480,AR,hard_negative
14710,AR,positive
5281034,AR,positive
6597,AR,hard_negative
2662,AR,hard_negative
60934,AR,positive
637511,AR,positive
8425,AR,hard_negative
5991,AR,positive
5757,AR,positive
5284416,AR,positive
22571,AR,positive
3346,AR,hard_negative
7573,AR,hard_negative
5935,AR,hard_negative
61444,AR,positive
26041,AR,positive
9787,AR,positive
6291,AR,positive
6253,AR,positive
148673,AR,positive
5881,AR,positive
6238,AR,positive
636362,AR,positive
28767,AR,hard_negative
6433339,AR,positive
57333099,AR,hard_negative
54685925,AR,positive
11957654,AR,hard_negative
56801,AR,hard_negative
5329098,AR,hard_negative
73093,AR,positive
11957725,AR,hard_negative
2871,AR,positive
3120,AR,hard_negative
727,AR,hard_negative
6434889,AR,positive
3352,AR,hard_negative
13791,AR,positive
6279,AR,positive
6230,AR,positive
5755,AR,positive
5834,AR,positive
136122621,AR,positive
16684434,AR,positive
31307,AR,positive
60196278,AR,positive
9818306,AR,positive
5702220,AR,hard_negative
2799,AR,hard_negative
5284557,AR,positive
161803,AR,hard_negative
26133,AR,positive
3316,AR,positive
32798,AR,positive
5284537,AR,positive
5284623,AR,positive
16129778,AR,positive
123608,AR,hard_negative
51040,AR,hard_negative
3034010,AR,hard_negative
119607,AR,positive
5362123,AR,positive
150311,AR,hard_negative
13789,AR,positive
3002190,AR,positive
442872,AR,positive
60699,AR,positive
74990,AR,positive
179336,AR,positive
6975516,AR,positive
5746,AR,hard_negative
5388983,AR,positive
60198,AR,positive
5318517,AR,positive
60496,AR,positive
8609,AR,hard_negative
222786,AR,positive
64715,AR,positive
73357,AR,positive
454937,AR,positive
63047,AR,positive
16757820,AR,hard_negative
4616,AR,hard_negative
5283711,AR,hard_negative
64139,AR,hard_negative
23663400,AR,positive
443831,AR,positive
13109,AR,positive
11876263,AR,positive
8633,AR,hard_negative
11313,AR,positive
60962,AR,hard_negative
6518,AR,positive
40326,AR,hard_negative
23706212,AR,positive
9677,AR,positive
6300,AR,positive
5564,AR,hard_negative
7347,AR,positive
441207,AR,positive
123631,AR,hard_negative
123596,AR,hard_negative
2118,AR,positive
5876,AR,positive
235905,AR,positive
7232,AR,positive
5877,AR,positive
135398739,AR,hard_negative
14720269,AR,hard_negative
65909,AR,positive
443375,AR,positive
443872,AR,positive
68827,AR,hard_negative
135430323,AR,hard_negative
56463,AR,positive
11350,AR,hard_negative
65776,AR,hard_negative
5282198,AR,hard_negative
68909,AR,hard_negative
6063342,AR,hard_negative
6075,AR,hard_negative
72157,AR,positive
68947,AR,positive
155143,AR,positive
60605,AR,positive
10476437,AR,positive
250948,AR,positive
9454,AR,hard_negative
71693,AR,hard_negative
6719,AR,hard_negative
65620,AR,hard_negative
71645,AR,hard_negative
5355130,AR,hard_negative
17931,AR,positive
17693,AR,positive
135400471,AR,hard_negative
165457,AR,positive
6506392,AR,positive
5283740,AR,positive
12895035,AR,hard_negative
23716429,AR,hard_negative
56846451,AR,positive
46861540,AR,positive
457193,AR,positive
138394061,AR,positive
8955,AR,positive
5284513,AR,hard_negative
6321253,AR,positive
107715,AR,positive
443884,AR,positive
6321424,AR,hard_negative
31402,AR,positive
6505803,AR,positive
445643,AR,positive
16760569,AR,positive
12922658,AR,positive
20054868,AR,positive
5978,AR,positive
5377791,AR,hard_negative
5392,AR,hard_negative
91744,AR,positive
7547,AR,hard_negative
23673837,AR,positive
7180,AR,hard_negative
15797,AR,hard_negative
5974,AR,positive
5819,AR,hard_negative
36314,AR,positive
11273,AR,positive
28417,AR,positive
9782,AR,positive
20469,AR,positive
5591,AR,hard_negative
1550232,AR,positive
3109,AR,positive
11104,AR,hard_negative
65784,AR,positive
11033,AR,positive
122125,AR,hard_negative
71339,AR,positive
119182,AR,positive
3033825,AR,positive
5282451,AR,positive
104850,AR,positive
259331,AR,positive
35455,AR,positive
56649463,AR,positive
4006,AR,hard_negative
68873,AR,positive
444025,AR,positive
65664,AR,positive
3936,AR,positive
50248,AR,positive
3033968,AR,positive
65947,AR,positive
60164,AR,hard_negative
23663992,AR,positive
6456015,AR,hard_negative
444008,AR,positive
4499,AR,positive
14888,AR,positive
454216,AR,positive
2898,AR,hard_negative
6536,AR,hard_negative
60196293,AR,hard_negative
16051941,AR,positive
220401,AR,positive
451668,AR,hard_negative
5756,AR,positive
31280,AR,positive
14250,AR,positive
9270,AR,positive
9046,AR,positive
37907,AR,hard_negative
4807,AR,positive
9370,AR,hard_negative
17113,AR,hard_negative
243274,AR,positive
16682999,AR,positive
5709759,AR,positive
446925,AR,positive
157355,AR,positive
6536972,AR,hard_negative
33611,AR,hard_negative
21881620,AR,hard_negative
136122663,AR,positive
441351,AR,positive
65948,AR,positive
66359,AR,positive
5362376,AR,positive
40973,AR,positive
656583,AR,positive
6918178,AR,positive
27812,AR,positive
441406,AR,positive
2194,AR,positive
2541,AR,hard_negative
5282164,AR,positive
153751,AR,positive
6918155,AR,hard_negative
2375,AR,positive
157917,AR,positive
150762,AR,positive
10634,AR,positive
6099,AR,hard_negative
56704,AR,positive
5282375,AR,positive
168088,AR,positive
13765,AR,positive
93858,AR,positive
23672582,AR,positive
23663985,AR,positive
60196297,AR,positive
48229,AR,hard_negative
60785,AR,hard_negative
6432394,AR,positive
248271,AR,positive
11296583,AR,positive
5311,AR,hard_negative
3345,AR,positive
4890,AR,positive
75194,AR,hard_negative
83975,AR,positive
443936,AR,positive
387447,AR,positive
6917715,AR,positive
60749,AR,positive
8550,AR,positive
9568628,AR,positive
5283718,AR,positive
82146,AR,hard_negative
10126299,AR,positive
111332,AR,positive
231084,AR,positive
5280899,AR,positive
5365672,AR,hard_negative
71386,AR,positive
31378,AR,positive
33309,AR,positive
108143,AR,hard_negative
3062316,AR,positive
448013,AR,positive
5284610,AR,positive
68952,AR,positive
6999,AR,positive
108150,AR,positive
14708,AR,positive
148124,AR,positive
135449328,AR,positive
23672302,AR,positive
644280,AR,hard_negative
151194,AR,hard_negative
1013376,AR,positive
6540478,AR,positive
46781343,AR,positive
92942,AR,hard_negative
13493,AR,hard_negative
119057604,AR,hard_negative
91864482,AR,hard_negative
65494,AR,positive
15984075,AR,hard_negative
5281091,AR,hard_negative
50878597,AR,positive
214348,AR,positive
91670,AR,positive
636398,AR,positive
3003141,AR,positive
9833444,AR,hard_negative
60751,AR,positive
4659569,AR,hard_negative
9938056,AR,positive
5281104,AR,hard_negative
5284533,AR,positive
444021,AR,positive
443868,AR,hard_negative
154256,AR,hard_negative
229295,AR,positive
71470,AR,positive
21070,AR,positive
259329,AR,positive
5284483,AR,hard_negative
5833,AR,positive
44460585,AR,positive
3016,AR,positive
5702068,AR,positive
5507,AR,positive
11556711,AR,positive
8293,AR,positive
148192,AR,positive
50491,AR,positive
16760141,AR,positive
12449,AR,positive
8111,AR,positive
1548955,AR,hard_negative
8225,AR,positive
14743,AR,positive
11065,AR,hard_negative
60196346,AR,positive
443928,AR,positive
5994,AR,positive
6446,AR,positive
6010,AR,positive
9904,AR,positive
21700,AR,positive
10113978,AR,positive
16052038,AR,positive
10212,AR,hard_negative
16961,AR,positive
122797,AR,positive
213037,AR,hard_negative
3034658,AR,positive
403,AR,positive
68547,AR,hard_negative
216237,AR,positive
10455790,AR,positive
9568078,AR,hard_negative
60810,AR,hard_negative
65953,AR,positive
443947,AR,positive
119175,AR,positive
34870,AR,hard_negative
26391,AR,hard_negative
66067,AR,positive
208836,AR,hard_negative
229455,AR,positive
21800,AR,positive
10041070,AR,positive
9570290,AR,hard_negative
13081,AR,hard_negative
156414,AR,positive
6918454,AR,hard_negative
176167,AR,hard_negative
5832,AR,positive
444000,AR,positive
6526396,AR,positive
5311051,AR,positive
156422,AR,hard_negative
10631,AR,positive
92146,AR,positive
656804,AR,positive
643684,AR,hard_negative
9298,AR,hard_negative
119171,AR,positive
65359,AR,positive
10633,AR,positive
443753,AR,positive
40854,AR,positive
19571,AR,positive
697993,AR,hard_negative
996,AR,hard_negative
5745,AR,positive
2543,AR,positive
6301,AR,positive
16158,AR,positive
23694214,AR,positive
169870,AR,positive
55008,AR,hard_negative
23680530,AR,positive
2969,AR,positive
6054,AR,positive
60196359,AR,positive
5870,AR,positive
63049,AR,positive
2912,AR,hard_negative
6197,AR,hard_negative
54897,AR,hard_negative
135413536,AR,hard_negative
6450551,AR,hard_negative
656667,AR,positive
2451,AR,positive
60196366,AR,positive
5284587,AR,positive
11626384,AR,hard_negative
468595,AR,hard_negative
5311454,AR,hard_negative
43116,AR,positive
75195,AR,positive
130313,AR,positive
21660,AR,positive
6537495,AR,positive
12443,AR,positive
6818,AR,positive
21694,AR,hard_negative
7595,AR,hard_negative
8247,AR,hard_negative
15752,AR,positive
3894848,AR,hard_negative
64961,AR,hard_negative
29872,AR,hard_negative
6633,AR,positive
5842000,AR,hard_negative
5282379,AR,hard_negative
5281873,AR,positive
16682740,AR,positive
5743,AR,positive
7321,AR,hard_negative
5364713,AR,positive
36159,AR,hard_negative
115157,AR,positive
40301,AR,hard_negative
7472,AR,hard_negative
627458,AR,hard_negative
1910825,AR,positive
7062,AR,hard_negative
10474,AR,positive
50516,AR,hard_negative
115089,AR,positive
15206,AR,hard_negative
24937,AR,hard_negative
22086,AR,hard_negative
26633,AR,positive
27582,AR,hard_negative
15588,AR,positive
7546,AR,positive
6440940,AR,hard_negative
6439929,AR,positive
95170,AR,hard_negative
11080,AR,positive
11356,AR,hard_negative
6319,AR,hard_negative
6828,AR,positive
7102,AR,hard_negative
7441,AR,positive
8442,AR,hard_negative
3068143,AR,hard_negative
1091,AR,hard_negative
7568,AR,positive
8155,AR,positive
33934,AR,positive
7112,AR,positive
77080,AR,positive
62130,AR,hard_negative
20240,AR,hard_negative
13297,AR,hard_negative
197873,AR,positive
67299,AR,hard_negative
25015,AR,positive
14138,AR,hard_negative
83050,AR,hard_negative
8570,AR,hard_negative
87250,AR,positive
17569,AR,hard_negative
586708,AR,hard_negative
69150,AR,hard_negative
23019,AR,hard_negative
53316406,AR,positive
84677,AR,positive
17321,AR,hard_negative
3015167,AR,positive
22678982,AR,positive
12040509,AR,hard_negative
11461044,AR,hard_negative
22239085,AR,hard_negative
2734227,AR,positive
10250129,AR,positive
2734231,AR,positive
6929,AR,hard_negative
7543,AR,hard_negative
22833294,AR,hard_negative
67349,AR,hard_negative
7258,AR,hard_negative
6013,AR,positive
2336,AR,positive
8407,AR,hard_negative
7495,AR,positive
7331,AR,hard_negative
6053,AR,hard_negative
5284459,AR,positive
22463,AR,hard_negative
93221,AR,hard_negative
6979,AR,hard_negative
10824,AR,hard_negative
5897,AR,hard_negative
16420,AR,hard_negative
20701,AR,positive
73773,AR,positive
13428,AR,positive
98613,AR,hard_negative
5281567,AR,hard_negative
17231,AR,hard_negative
5930,AR,hard_negative
14642,AR,positive
11571,AR,hard_negative
7015,AR,hard_negative
18728,AR,hard_negative
17570,AR,positive
7578,AR,positive
20167,AR,hard_negative
2723951,AR,hard_negative
11247,AR,hard_negative
7563,AR,hard_negative
8180,AR,positive
69317,AR,hard_negative
6787,AR,positive
113124,AR,hard_negative
86583,AR,hard_negative
34757,AR,hard_negative
19996,AR,positive
33133,AR,hard_negative
38764,AR,hard_negative
637930,AR,positive
5281576,AR,positive
73668,AR,hard_negative
62770,AR,positive
5280863,AR,positive
70038,AR,hard_negative
62969,AR,hard_negative
320930,AR,hard_negative
6389,AR,positive
91649,AR,positive
53665,AR,positive
68289,AR,positive
13514,AR,hard_negative
65114,AR,hard_negative
1752,AR,hard_negative
2733526,AR,hard_negative
12955,AR,positive
3035,AR,hard_negative
68570,AR,positive
6635,AR,positive
9502,AR,positive
8572,AR,hard_negative
8413,AR,hard_negative
6294,AR,positive
11742,AR,hard_negative
62276,AR,positive
13,AR,hard_negative
8805,AR,positive
25644,AR,positive
6732,AR,positive
2724189,AR,hard_negative
6537,AR,positive
4169,AR,positive
8846,AR,positive
6672,AR,hard_negative
7567,AR,hard_negative
18529,AR,hard_negative
7592,AR,positive
32154,AR,positive
40585,AR,hard_negative
7946,AR,positive
39327,AR,positive
40399,AR,positive
73665,AR,hard_negative
65064,AR,positive
43234,AR,hard_negative
26295,AR,hard_negative
73675,AR,hard_negative
2734956,AR,hard_negative
41206,AR,hard_negative
8289,AR,positive
16560,AR,positive
8561,AR,hard_negative
67172,AR,hard_negative
47326,AR,positive
5280443,AR,positive
6529,AR,hard_negative
7327,AR,hard_negative
73672,AR,positive
7076,AR,hard_negative
10707,AR,positive
5284441,AR,hard_negative
13806,AR,positive
9275,AR,positive
20083,AR,hard_negative
5284363,AR,hard_negative
43226,AR,hard_negative
6295,AR,positive
4420,AR,positive
78170,AR,hard_negative
12688,AR,positive
6702,AR,hard_negative
21209,AR,hard_negative
6854,AR,hard_negative
17038,AR,positive
9128,AR,positive
4931,AR,positive
76302,AR,positive
10522,AR,hard_negative
5934,AR,hard_negative
11831,AR,hard_negative
6796,AR,hard_negative
4933,AR,positive
50896,AR,positive
31356,AR,positive
6001,AR,hard_negative
27189,AR,positive
9154,AR,hard_negative
5361514,AR,positive
44073,AR,positive
162461,AR,positive
2728,AR,hard_negative
29732,AR,hard_negative
6950,AR,hard_negative
62558,AR,positive
8663,AR,hard_negative
8679,AR,hard_negative
5283349,AR,hard_negative
38479,AR,hard_negative
11933,AR,positive
3485262,AR,positive
3589,AR,hard_negative
36242,AR,positive
6336,AR,hard_negative
32933,AR,positive
6028,AR,hard_negative
5125,AR,hard_negative
75576,AR,hard_negative
6,AR,positive
2268,AR,hard_negative
86607,AR,hard_negative
7516,AR,positive
8607,AR,hard_negative
638024,AR,hard_negative
1318,AR,positive
18725,AR,positive
991,AR,hard_negative
19042,AR,positive
26124,AR,positive
643820,AR,hard_negative
6914,AR,hard_negative
5954,AR,hard_negative
12310947,AR,hard_negative
7013,AR,hard_negative
158076,AR,hard_negative
82343,AR,hard_negative
8152,AR,positive
7005,AR,hard_negative
14050,AR,positive
81259,AR,positive
8749,AR,positive
5053,AR,positive
7813,AR,hard_negative
7564,AR,positive
3893,AR,positive
62311,AR,positive
11883,AR,hard_negative
39676,AR,positive
43079,AR,positive
26177,AR,positive
8455,AR,hard_negative
27423,AR,positive
31374,AR,hard_negative
8615,AR,hard_negative
108938,AR,positive
2078,AR,positive
8369,AR,hard_negative
62306,AR,positive
7103,AR,hard_negative
7070,AR,positive
36606,AR,hard_negative
24633,AR,positive
6868,AR,positive
13089,AR,hard_negative
38037,AR,hard_negative
8689,AR,positive
7340,AR,positive
6014,AR,hard_negative
14127,AR,positive
6478,AR,positive
8571,AR,positive
4793,AR,hard_negative
13271,AR,hard_negative
4130,AR,hard_negative
5280343,AR,hard_negative
73852,AR,positive
86102,AR,positive
41384,AR,positive
17170,AR,hard_negative
7430,AR,hard_negative
10377,AR,positive
107377,AR,hard_negative
2355,AR,hard_negative
34192,AR,hard_negative
3224,AR,hard_negative
13283,AR,positive
12902,AR,hard_negative
12472902,AR,positive
9153,AR,positive
2730,AR,hard_negative
16685,AR,hard_negative
8305,AR,positive
7031,AR,positive
9395,AR,positive
15787,AR,hard_negative
8411,AR,hard_negative
980,AR,positive
1988,AR,positive
3225,AR,positive
76013,AR,positive
7807,AR,hard_negative
6040503,AR,positive
37034,AR,hard_negative
5362708,AR,positive
31426,AR,positive
10771,AR,positive
10208,AR,hard_negative
19283,AR,positive
6450278,AR,positive
28803,AR,positive
78738,AR,hard_negative
73415808,AR,positive
1674,AR,hard_negative
24007,AR,hard_negative
23892,AR,hard_negative
16682804,AR,positive
5702746,AR,hard_negative
16217238,AR,positive
46226173,AR,positive
23160059,AR,positive
16211417,AR,positive
16211849,AR,hard_negative
18506491,AR,positive
60196375,AR,positive
60196379,AR,positive
2734229,AR,positive
12038941,AR,positive
5368491,AR,hard_negative
14425,AR,positive
9117,AR,positive
75628,AR,positive
22882,AR,hard_negative
13530,AR,positive
71027,AR,positive
84703,AR,positive
15412,AR,hard_negative
387179,AR,hard_negative
67589,AR,hard_negative
107882,AR,hard_negative
10308,AR,hard_negative
68297,AR,positive
104677,AR,hard_negative
4788,AR,positive
7296,AR,hard_negative
27882,AR,hard_negative
6528,AR,hard_negative
7571,AR,hard_negative
16719,AR,hard_negative
17279,AR,positive
3014138,AR,hard_negative
95717,AR,positive
11309,AR,hard_negative
44368,AR,positive
69908,AR,hard_negative
6724,AR,hard_negative
74867,AR,positive
74062,AR,hard_negative
28308,AR,hard_negative
82703,AR,positive
73848,AR,hard_negative
15529,AR,hard_negative
14589,AR,hard_negative
5377323,AR,hard_negative
70425,AR,hard_negative
34697,AR,hard_negative
26176,AR,hard_negative
10680,AR,positive
7381,AR,positive
2347,AR,hard_negative
3220,AR,hard_negative
10868,AR,hard_negative
14257,AR,hard_negative
19658,AR,positive
3286,AR,hard_negative
23674746,AR,positive
6451325,AR,positive
9799979,AR,positive
9831581,AR,positive
3086618,AR,hard_negative
6918686,AR,positive
18173271,AR,positive
15981450,AR,hard_negative
153939,AR,positive
11472813,AR,positive
9931156,AR,positive
10233356,AR,hard_negative
9865233,AR,positive
9882837,AR,hard_negative
60196403,AR,hard_negative
9909677,AR,positive
9869105,AR,positive
9849616,AR,positive
9895468,AR,positive
60196405,AR,positive
53316382,AR,positive
9872438,AR,positive
60196406,AR,positive
24852044,AR,positive
10201497,AR,positive
12148754,AR,hard_negative
25099474,AR,hard_negative
61253,AR,positive
67821,AR,hard_negative
2374,AR,hard_negative
93118,AR,positive
27195,AR,positive
16421,AR,hard_negative
10021362,AR,hard_negative
9935274,AR,hard_negative
18551400,AR,hard_negative
9861124,AR,hard_negative
9888347,AR,positive
53316393,AR,hard_negative
9885850,AR,positive
9819350,AR,hard_negative
10134976,AR,hard_negative
53316398,AR,hard_negative
11477651,AR,positive
6252,AR,positive
33599,AR,positive
23667548,AR,hard_negative
2776282,AR,positive
9555,AR,hard_negative
21387,AR,hard_negative
1345,AR,positive
96088,AR,hard_negative
833466,AR,positive
86296,AR,positive
24814,AR,hard_negative
9839306,AR,positive
104926,AR,hard_negative
65067,AR,positive
7551,AR,positive
66461,AR,hard_negative
91773,AR,positive
8433,AR,positive
9554,AR,hard_negative
13905,AR,positive
91753,AR,hard_negative
91768,AR,hard_negative
107720,AR,positive
92431,AR,positive
17533,AR,hard_negative
12932,AR,hard_negative
38779,AR,positive
6327657,AR,positive
11402127,AR,positive
2126,AR,positive
13940,AR,hard_negative
10342051,AR,hard_negative
8227,AR,positive
25912,AR,positive
25146,AR,hard_negative
86138,AR,hard_negative
107080,AR,hard_negative
3391107,AR,positive
5372405,AR,hard_negative
7511,AR,positive
39385,AR,hard_negative
6436605,AR,hard_negative
9576412,AR,hard_negative
31200,AR,positive
20708,AR,positive
28935,AR,hard_negative
5889665,AR,hard_negative
5803450,AR,hard_negative
249494,AR,hard_negative
6778,AR,positive
70613,AR,positive
31677,AR,positive
122087,AR,positive
86367,AR,hard_negative
86287521,AR,hard_negative
3317081,AR,hard_negative
54778,AR,hard_negative
29216,AR,hard_negative
5284341,AR,hard_negative
7693,AR,hard_negative
86222,AR,positive
180089,AR,positive
82145,AR,positive
7828,AR,hard_negative
213031,AR,positive
86398,AR,hard_negative
13218777,AR,hard_negative
3794540,AR,hard_negative
21804,AR,positive
30692,AR,positive
86429,AR,positive
50897,AR,positive
20965,AR,hard_negative
86173,AR,hard_negative
33360,AR,hard_negative
22833489,AR,hard_negative
213032,AR,hard_negative
11826859,AR,positive
91757,AR,hard_negative
5355863,AR,positive
7328,AR,hard_negative
47938,AR,hard_negative
19587,AR,hard_negative
86132,AR,hard_negative
8010,AR,positive
100524,AR,positive
51605,AR,hard_negative
36870,AR,hard_negative
11437710,AR,positive
62379,AR,positive
119193,AR,hard_negative
41463,AR,hard_negative
117640,AR,hard_negative
91683,AR,hard_negative
54678504,AR,positive
53672,AR,positive
91692,AR,positive
89440,AR,hard_negative
28768,AR,hard_negative
66573,AR,positive
4128060,AR,positive
2723715,AR,positive
31239,AR,positive
91693,AR,hard_negative
6636,AR,hard_negative
11488,AR,hard_negative
21330,AR,positive
34313,AR,hard_negative
15969,AR,positive
10303,AR,positive
118703,AR,hard_negative
91664,AR,hard_negative
27295,AR,positive
28292,AR,hard_negative
37125,AR,hard_negative
26033,AR,hard_negative
87391,AR,positive
94932,AR,hard_negative
66609,AR,hard_negative
17701,AR,positive
17531,AR,hard_negative
38884,AR,positive
60196420,AR,hard_negative
1474,AR,hard_negative
6730,AR,hard_negative
31957,AR,hard_negative
66571,AR,hard_negative
18980,AR,positive
79688,AR,hard_negative
85821,AR,hard_negative
81346,AR,hard_negative
79633,AR,hard_negative
94684,AR,hard_negative
16143,AR,hard_negative
51369,AR,hard_negative
40520,AR,hard_negative
17435,AR,hard_negative
19402,AR,hard_negative
91673,AR,positive
11140605,AR,positive
32184,AR,hard_negative
12309460,AR,hard_negative
54886,AR,positive
181518,AR,positive
5387121,AR,hard_negative
39230,AR,hard_negative
77956,AR,hard_negative
6669,AR,hard_negative
94544,AR,hard_negative
67236,AR,hard_negative
671,AR,hard_negative
92387,AR,hard_negative
6621,AR,hard_negative
78435,AR,hard_negative
32912,AR,hard_negative
6772,AR,hard_negative
116814,AR,hard_negative
93312,AR,positive
86171,AR,hard_negative
74937,AR,hard_negative
108956,AR,positive
170286,AR,positive
20113,AR,hard_negative
5284462,AR,hard_negative
27211,AR,hard_negative
42981,AR,positive
4373502,AR,hard_negative
74448,AR,hard_negative
103005,AR,hard_negative
61285,AR,hard_negative
68539,AR,hard_negative
60196427,AR,positive
5364932,AR,hard_negative
1730,AR,positive
23678979,AR,positive
42745,AR,hard_negative
23665583,AR,positive
9690,AR,hard_negative
19113,AR,positive
20848,AR,positive
16115,AR,positive
30709,AR,hard_negative
22094,AR,hard_negative
38283,AR,hard_negative
92873,AR,positive
69827,AR,positive
31315,AR,positive
67350,AR,hard_negative
3034351,AR,hard_negative
19079,AR,positive
82161,AR,positive
31208,AR,hard_negative
644213,AR,positive
16683023,AR,positive
3086172,AR,hard_negative
13708,AR,positive
36382,AR,positive
69484,AR,positive
23668353,AR,hard_negative
67215,AR,hard_negative
26030,AR,positive
7337,AR,hard_negative
93573,AR,hard_negative
7071,AR,hard_negative
4534,AR,positive
13254,AR,positive
449171,AR,hard_negative
16722125,AR,positive
6857648,AR,positive
11774,AR,positive
9786,AR,positive
12797557,AR,positive
91677,AR,positive
9300,AR,hard_negative
33565,AR,positive
86210,AR,hard_negative
9462,AR,hard_negative
16533,AR,positive
8187,AR,positive
299728,AR,positive
5281607,AR,hard_negative
24321,AR,hard_negative
9562059,AR,positive
24180685,AR,hard_negative
60196430,AR,positive
6603901,AR,hard_negative
60823,AR,positive
6025,AR,hard_negative
9969573,AR,positive
41632,AR,hard_negative
3444,AR,hard_negative
65478,AR,positive
16682953,AR,positive
86211,AR,positive
121639,AR,positive
23666110,AR,hard_negative
76464,AR,hard_negative
94398,AR,positive
10140,AR,hard_negative
62217,AR,hard_negative
71612,AR,hard_negative
75547,AR,hard_negative
8380,AR,positive
4420067,AR,hard_negative
61031,AR,positive
85025,AR,hard_negative
114994,AR,positive
9571016,AR,positive
657220,AR,hard_negative
11769,AR,positive
6777,AR,hard_negative
70400,AR,hard_negative
14716,AR,hard_negative
60196435,AR,positive
60196436,AR,positive
10068207,AR,hard_negative
59086459,AR,positive
9850056,AR,hard_negative
10345790,AR,hard_negative
6440554,AR,hard_negative
11193251,AR,positive
29354,AR,hard_negative
38360,AR,positive
65552,AR,hard_negative
180494,AR,positive
86287525,AR,hard_negative
25015677,AR,positive
15032,AR,hard_negative
83656,AR,hard_negative
31100,AR,positive
75575,AR,hard_negative
23670838,AR,hard_negative
135492483,AR,hard_negative
8765,AR,hard_negative
6625,AR,hard_negative
7243,AR,hard_negative
15730,AR,hard_negative
6051,AR,hard_negative
11767,AR,hard_negative
7812,AR,hard_negative
7475,AR,hard_negative
17818,AR,hard_negative
4984721,AR,hard_negative
171660,AR,positive
22704,AR,positive
213013,AR,hard_negative
6436449,AR,hard_negative
13709,AR,hard_negative
3712,AR,hard_negative
11818,AR,hard_negative
31423,AR,hard_negative
11442,AR,hard_negative
4115,AR,positive
41368,AR,hard_negative
29393,AR,positive
31070,AR,hard_negative
74483,AR,hard_negative
47898,AR,hard_negative
3034285,AR,hard_negative
17931,PPARgamma,hard_negative
119057604,PPARgamma,hard_negative
5282164,PPARgamma,hard_negative
9938056,PPARgamma,positive
8293,PPARgamma,hard_negative
216237,PPARgamma,hard_negative
9568078,PPARgamma,positive
34870,PPARgamma,hard_negative
208836,PPARgamma,hard_negative
5311454,PPARgamma,hard_negative
6818,PPARgamma,hard_negative
15752,PPARgamma,hard_negative
64961,PPARgamma,hard_negative
29872,PPARgamma,hard_negative
2247,PPARgamma,positive
61100,PPARgamma,hard_negative
6279,PPARgamma,hard_negative
22571,PPARgamma,hard_negative
115089,PPARgamma,hard_negative
15206,PPARgamma,hard_negative
22086,PPARgamma,hard_negative
637511,PPARgamma,hard_negative
4485,PPARgamma,hard_negative
95170,PPARgamma,hard_negative
11080,PPARgamma,hard_negative
11356,PPARgamma,hard_negative
